investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV003041,01-01-2025,120505,Lumpsum,354047,Madhya Pradesh,Bhopal,B30,36-45,Male,32,Cheque,Verified
INV000539,01-01-2025,100016,SIP,11037,Haryana,Faridabad,B30,26-35,Female,13.4,UPI,Verified
INV002980,01-01-2025,119599,SIP,2417,Maharashtra,Pune,T30,26-35,Male,22.4,Cheque,Pending
INV002096,01-01-2025,100033,Lumpsum,118261,Delhi,New Delhi,T30,18-25,Female,6.9,Cheque,Verified
INV003401,01-01-2025,148569,Lumpsum,66684,Rajasthan,Jaipur,T30,26-35,Female,18.1,Mandate,Verified
INV001261,01-01-2025,120503,SIP,14576,Rajasthan,Jaipur,T30,46-55,Male,50,Mandate,Verified
INV004774,01-01-2025,148567,SIP,17985,Tamil Nadu,Coimbatore,B30,36-45,Male,21.8,Cheque,Verified
INV001615,01-01-2025,120842,SIP,12072,Tamil Nadu,Chennai,T30,26-35,Male,15.7,Cheque,Verified
INV004959,01-01-2025,102886,SIP,6851,Delhi,New Delhi,T30,18-25,Female,5.8,UPI,Pending
INV003279,01-01-2025,120507,SIP,17981,Rajasthan,Jaipur,T30,46-55,Female,19.4,Mandate,Verified
INV002491,01-01-2025,120507,SIP,13240,Karnataka,Mysore,B30,18-25,Male,4.4,Mandate,Verified
INV001152,01-01-2025,118633,SIP,6958,Punjab,Amritsar,B30,56+,Male,61.7,Mandate,Pending
INV004591,01-01-2025,120841,SIP,2620,Tamil Nadu,Chennai,T30,26-35,Male,7.8,Net Banking,Verified
INV002621,01-01-2025,119599,SIP,2369,Uttar Pradesh,Agra,B30,26-35,Female,22.6,UPI,Verified
INV000193,01-01-2025,101206,Lumpsum,315962,Delhi,Gurugram,T30,26-35,Female,11.6,Cheque,Verified
INV000182,01-01-2025,148569,SIP,2386,Tamil Nadu,Chennai,T30,36-45,Male,38.1,Net Banking,Verified
INV000906,01-01-2025,119598,SIP,3017,Maharashtra,Mumbai,T30,26-35,Male,20.7,Mandate,Verified
INV001952,01-01-2025,149322,SIP,10460,Uttar Pradesh,Agra,B30,36-45,Male,22.1,Cheque,Verified
INV004487,01-01-2025,120505,Redemption,398662,Maharashtra,Nashik,B30,26-35,Female,24.4,Mandate,Verified
INV002401,01-01-2025,101207,SIP,2242,West Bengal,Kolkata,T30,26-35,Male,20.9,Net Banking,Verified
INV003844,02-01-2025,119552,SIP,25966,Maharashtra,Nashik,B30,26-35,Female,15.9,Mandate,Verified
INV002389,02-01-2025,118636,SIP,5855,Haryana,Faridabad,B30,36-45,Male,50.8,Net Banking,Verified
INV003654,02-01-2025,119120,Lumpsum,326887,Delhi,New Delhi,T30,18-25,Male,6.6,UPI,Verified
INV004574,02-01-2025,101207,Lumpsum,344366,Maharashtra,Mumbai,T30,36-45,Male,54.3,Net Banking,Verified
INV003674,02-01-2025,102887,SIP,2944,Uttar Pradesh,Kanpur,B30,36-45,Male,32.8,Cheque,Verified
INV003043,02-01-2025,120503,Redemption,369450,Karnataka,Bangalore,T30,26-35,Male,21.2,UPI,Verified
INV000390,02-01-2025,125498,SIP,5654,Karnataka,Bangalore,T30,26-35,Male,24.9,Mandate,Verified
INV004003,02-01-2025,125498,Lumpsum,365784,West Bengal,Kolkata,T30,26-35,Male,9.5,Net Banking,Pending
INV001037,02-01-2025,120503,SIP,22350,Haryana,Faridabad,B30,36-45,Female,41.8,Cheque,Pending
INV004061,02-01-2025,120505,SIP,2760,Punjab,Chandigarh,T30,26-35,Male,22.2,UPI,Verified
INV002334,02-01-2025,101207,Lumpsum,433686,Gujarat,Surat,T30,56+,Male,40.4,Cheque,Pending
INV000412,02-01-2025,102887,SIP,16713,Rajasthan,Udaipur,B30,18-25,Male,7.4,Net Banking,Verified
INV000394,02-01-2025,120841,Redemption,222864,Maharashtra,Mumbai,T30,26-35,Male,12.2,Net Banking,Verified
INV002155,02-01-2025,148568,Lumpsum,357351,Telangana,Hyderabad,T30,56+,Male,26.2,UPI,Verified
INV003801,02-01-2025,149324,SIP,1090,Punjab,Chandigarh,T30,26-35,Male,17.8,UPI,Verified
INV001446,02-01-2025,148567,SIP,2231,Delhi,Noida,T30,26-35,Male,6.6,Net Banking,Verified
INV003666,02-01-2025,120507,SIP,7614,Gujarat,Surat,T30,18-25,Male,4.3,UPI,Verified
INV004686,02-01-2025,120843,Redemption,360465,Punjab,Amritsar,B30,36-45,Female,37.2,UPI,Verified
INV001000,02-01-2025,118636,Redemption,53907,Delhi,Gurugram,T30,18-25,Male,5.5,UPI,Verified
INV000469,02-01-2025,149324,Lumpsum,373576,Tamil Nadu,Coimbatore,B30,18-25,Male,4.7,Net Banking,Pending
INV002968,02-01-2025,119092,SIP,2264,West Bengal,Kolkata,T30,36-45,Female,16.2,Cheque,Verified
INV003559,02-01-2025,119551,SIP,1813,Uttar Pradesh,Kanpur,B30,26-35,Female,9.4,Cheque,Verified
INV003014,02-01-2025,120844,SIP,4665,Karnataka,Bangalore,T30,26-35,Female,12.3,UPI,Verified
INV000467,02-01-2025,119095,SIP,537,Karnataka,Bangalore,T30,18-25,Female,7.1,Net Banking,Verified
INV003592,02-01-2025,120504,SIP,4198,Madhya Pradesh,Indore,T30,56+,Female,27.6,UPI,Verified
INV004692,02-01-2025,120507,Lumpsum,85936,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,UPI,Verified
INV001489,02-01-2025,120506,SIP,1856,Delhi,Gurugram,T30,36-45,Female,16.5,Mandate,Verified
INV001784,02-01-2025,118633,SIP,9843,Madhya Pradesh,Bhopal,B30,26-35,Male,15.5,UPI,Verified
INV004138,02-01-2025,119094,Lumpsum,248026,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Mandate,Verified
INV001732,02-01-2025,125497,SIP,23377,Gujarat,Surat,T30,18-25,Female,5.7,Net Banking,Verified
INV003232,02-01-2025,101206,Lumpsum,395580,Maharashtra,Pune,T30,36-45,Female,30.9,Cheque,Verified
INV000057,02-01-2025,120507,Lumpsum,378367,Tamil Nadu,Chennai,T30,36-45,Male,59.9,Mandate,Verified
INV004864,02-01-2025,125498,SIP,4634,Punjab,Amritsar,B30,26-35,Female,10.5,Mandate,Verified
INV004531,02-01-2025,102886,SIP,10837,Haryana,Gurugram,T30,26-35,Male,8.4,Net Banking,Verified
INV003294,02-01-2025,119552,SIP,7369,Madhya Pradesh,Bhopal,B30,26-35,Female,11.1,Mandate,Verified
INV003292,02-01-2025,148567,Redemption,144200,Uttar Pradesh,Kanpur,B30,56+,Female,55,Cheque,Pending
INV001242,02-01-2025,102886,SIP,2222,Tamil Nadu,Chennai,T30,36-45,Male,57.8,Net Banking,Verified
INV001660,02-01-2025,125498,SIP,2057,Karnataka,Bangalore,T30,18-25,Female,6.4,Mandate,Verified
INV000840,02-01-2025,101208,Lumpsum,287107,Punjab,Chandigarh,T30,26-35,Male,15.3,UPI,Verified
INV004372,02-01-2025,101208,SIP,2285,Haryana,Faridabad,B30,26-35,Female,22.9,Mandate,Verified
INV000201,02-01-2025,101207,SIP,493,Madhya Pradesh,Indore,T30,46-55,Male,87,Cheque,Verified
INV004917,02-01-2025,119120,SIP,1868,Uttar Pradesh,Kanpur,B30,26-35,Male,18.3,Net Banking,Verified
INV001629,02-01-2025,118635,SIP,540,Madhya Pradesh,Indore,T30,26-35,Male,15,Net Banking,Pending
INV002726,02-01-2025,148567,SIP,2114,Gujarat,Ahmedabad,T30,36-45,Male,16.9,Mandate,Verified
INV000654,02-01-2025,118634,SIP,57906,Rajasthan,Udaipur,B30,18-25,Female,7.9,Mandate,Verified
INV001921,02-01-2025,101208,Lumpsum,420793,Gujarat,Surat,T30,26-35,Female,13.5,Cheque,Verified
INV002776,02-01-2025,120841,Lumpsum,213304,Tamil Nadu,Coimbatore,B30,18-25,Male,5.8,Net Banking,Verified
INV003376,02-01-2025,148569,SIP,2349,Delhi,New Delhi,T30,36-45,Male,44.4,UPI,Verified
INV001174,02-01-2025,120842,Lumpsum,76780,Maharashtra,Nashik,B30,36-45,Male,12.7,Mandate,Verified
INV000646,02-01-2025,102887,SIP,1774,Uttar Pradesh,Lucknow,T30,26-35,Female,23.9,Cheque,Verified
INV003815,02-01-2025,120843,SIP,7191,Gujarat,Surat,T30,36-45,Male,38.7,UPI,Verified
INV004400,02-01-2025,120505,SIP,27902,Uttar Pradesh,Agra,B30,26-35,Male,19.5,Cheque,Verified
INV003225,02-01-2025,119094,SIP,3098,West Bengal,Kolkata,T30,26-35,Male,9.2,Net Banking,Verified
INV000097,02-01-2025,148568,Redemption,5884,Karnataka,Mysore,B30,18-25,Male,6,UPI,Verified
INV001875,02-01-2025,119120,Lumpsum,76831,Karnataka,Mysore,B30,56+,Female,64.4,Net Banking,Verified
INV003091,02-01-2025,119093,SIP,498,Delhi,New Delhi,T30,36-45,Female,36.4,Cheque,Verified
INV000625,02-01-2025,118635,Lumpsum,138811,Rajasthan,Jaipur,T30,46-55,Female,19.7,Cheque,Verified
INV001599,02-01-2025,101206,Lumpsum,500481,Haryana,Faridabad,B30,36-45,Female,31,Mandate,Verified
INV004148,02-01-2025,149323,Lumpsum,375104,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Mandate,Verified
INV004254,02-01-2025,118634,Lumpsum,364142,Madhya Pradesh,Bhopal,B30,36-45,Male,58.3,Net Banking,Verified
INV003304,02-01-2025,120842,SIP,50126,Telangana,Hyderabad,T30,18-25,Female,4.8,UPI,Verified
INV002021,02-01-2025,120843,Lumpsum,90540,Maharashtra,Pune,T30,36-45,Male,38.6,Mandate,Verified
INV003824,02-01-2025,120842,SIP,27809,Telangana,Hyderabad,T30,26-35,Male,9.4,UPI,Verified
INV003741,02-01-2025,100033,SIP,481,Madhya Pradesh,Bhopal,B30,36-45,Male,30.3,Mandate,Verified
INV002642,02-01-2025,120505,SIP,26253,Haryana,Gurugram,T30,46-55,Female,48.8,UPI,Verified
INV003791,02-01-2025,119094,Lumpsum,264085,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,Net Banking,Verified
INV000040,02-01-2025,125498,SIP,10477,Karnataka,Mysore,B30,26-35,Male,14.7,UPI,Verified
INV002654,02-01-2025,148568,Redemption,212372,Delhi,New Delhi,T30,36-45,Female,38.2,Mandate,Verified
INV003500,02-01-2025,120506,SIP,57795,Maharashtra,Mumbai,T30,26-35,Male,15.5,Cheque,Verified
INV003900,02-01-2025,100033,SIP,2773,Gujarat,Ahmedabad,T30,36-45,Male,27.7,Net Banking,Verified
INV000050,02-01-2025,120504,SIP,23180,Maharashtra,Pune,T30,36-45,Male,13.4,UPI,Verified
INV001869,02-01-2025,118636,SIP,59835,Uttar Pradesh,Lucknow,T30,46-55,Male,30.6,Mandate,Verified
INV000563,02-01-2025,101207,Redemption,434722,Uttar Pradesh,Lucknow,T30,26-35,Male,15.5,Cheque,Verified
INV003858,02-01-2025,118634,Lumpsum,337018,Rajasthan,Jaipur,T30,36-45,Male,21.6,Net Banking,Verified
INV000032,02-01-2025,148568,SIP,2856,Delhi,Noida,T30,36-45,Male,21.8,Mandate,Verified
INV004851,03-01-2025,118632,Lumpsum,291357,Uttar Pradesh,Lucknow,T30,26-35,Male,9.3,Cheque,Verified
INV003512,03-01-2025,119095,Lumpsum,276049,Delhi,Gurugram,T30,56+,Female,31.5,UPI,Verified
INV002196,03-01-2025,119120,SIP,1159,Delhi,Gurugram,T30,26-35,Female,23.6,Net Banking,Verified
INV004074,03-01-2025,119599,SIP,1812,Gujarat,Ahmedabad,T30,46-55,Female,85,UPI,Verified
INV003661,03-01-2025,102886,SIP,2397,Delhi,Noida,T30,18-25,Female,6.4,Cheque,Verified
INV000248,03-01-2025,101207,SIP,1963,Madhya Pradesh,Indore,T30,36-45,Female,28.6,Net Banking,Verified
INV000144,03-01-2025,100033,SIP,8777,Delhi,Noida,T30,26-35,Male,19.1,UPI,Pending
INV004466,03-01-2025,119120,SIP,7220,Gujarat,Surat,T30,18-25,Female,3.7,UPI,Verified
INV000888,03-01-2025,102885,SIP,7326,Gujarat,Ahmedabad,T30,26-35,Male,21.9,Cheque,Verified
INV002600,03-01-2025,119599,Lumpsum,267253,Madhya Pradesh,Bhopal,B30,36-45,Female,54.1,Cheque,Pending
INV004602,03-01-2025,120842,SIP,6902,Delhi,Noida,T30,26-35,Female,9.4,UPI,Verified
INV001397,03-01-2025,118633,Lumpsum,171271,Delhi,New Delhi,T30,26-35,Male,20.8,Net Banking,Verified
INV001102,03-01-2025,120842,SIP,22101,West Bengal,Kolkata,T30,46-55,Male,22.2,Net Banking,Verified
INV003023,03-01-2025,120843,SIP,472,Gujarat,Ahmedabad,T30,26-35,Female,13.6,Net Banking,Verified
INV001178,03-01-2025,119095,SIP,3515,West Bengal,Kolkata,T30,26-35,Female,10.3,Net Banking,Verified
INV003663,03-01-2025,119551,Lumpsum,447144,Delhi,Gurugram,T30,26-35,Female,19,UPI,Verified
INV002847,03-01-2025,119120,SIP,8485,Haryana,Faridabad,B30,26-35,Male,13.4,Net Banking,Verified
INV000259,03-01-2025,125497,SIP,2091,Tamil Nadu,Coimbatore,B30,36-45,Male,17.2,Mandate,Verified
INV004738,03-01-2025,102886,SIP,2873,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,UPI,Verified
INV000334,03-01-2025,101206,Redemption,307074,Uttar Pradesh,Lucknow,T30,56+,Male,22.6,Cheque,Verified
INV003354,03-01-2025,120507,Lumpsum,68361,Punjab,Chandigarh,T30,46-55,Male,48.5,Cheque,Pending
INV003410,03-01-2025,119094,SIP,513,Madhya Pradesh,Indore,T30,26-35,Male,7.7,Cheque,Verified
INV002635,03-01-2025,100016,SIP,417,Telangana,Hyderabad,T30,18-25,Male,3.8,Net Banking,Verified
INV001832,03-01-2025,148569,Lumpsum,399640,Punjab,Chandigarh,T30,18-25,Male,3.8,UPI,Verified
INV004326,03-01-2025,125498,SIP,8164,Delhi,Gurugram,T30,26-35,Male,7.5,Mandate,Verified
INV000328,03-01-2025,120504,SIP,3500,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,Mandate,Verified
INV001843,03-01-2025,119599,SIP,495,West Bengal,Kolkata,T30,46-55,Male,51.9,Net Banking,Pending
INV004962,03-01-2025,120503,Redemption,439134,Uttar Pradesh,Agra,B30,18-25,Male,6.7,Mandate,Pending
INV001855,03-01-2025,119551,SIP,10685,Uttar Pradesh,Lucknow,T30,26-35,Male,22.2,Cheque,Verified
INV003643,03-01-2025,119120,Lumpsum,38020,Telangana,Hyderabad,T30,36-45,Male,48.4,Cheque,Pending
INV002357,03-01-2025,125498,Redemption,253224,Delhi,Gurugram,T30,26-35,Male,7.8,UPI,Verified
INV002872,03-01-2025,148567,SIP,2090,West Bengal,Kolkata,T30,36-45,Male,47.5,Net Banking,Verified
INV004226,03-01-2025,148569,Redemption,414007,Punjab,Chandigarh,T30,18-25,Male,3.9,Mandate,Verified
INV001880,03-01-2025,119599,Lumpsum,266314,Madhya Pradesh,Bhopal,B30,26-35,Male,23,UPI,Verified
INV001728,03-01-2025,118636,SIP,6795,Karnataka,Bangalore,T30,26-35,Male,17,Net Banking,Verified
INV001141,03-01-2025,119094,SIP,10795,West Bengal,Kolkata,T30,18-25,Female,3,Cheque,Verified
INV000665,03-01-2025,148568,Lumpsum,357468,Rajasthan,Udaipur,B30,26-35,Female,6.6,Mandate,Verified
INV000999,03-01-2025,120843,Lumpsum,13015,Telangana,Hyderabad,T30,26-35,Male,15.6,Cheque,Verified
INV001130,03-01-2025,148569,SIP,1676,Rajasthan,Jaipur,T30,18-25,Female,3.2,Net Banking,Verified
INV004990,03-01-2025,100016,SIP,7908,Maharashtra,Nashik,B30,26-35,Female,9.5,UPI,Verified
INV002285,03-01-2025,120503,SIP,27205,Telangana,Hyderabad,T30,18-25,Male,6.6,Net Banking,Verified
INV003250,03-01-2025,119552,Lumpsum,49073,Gujarat,Ahmedabad,T30,26-35,Male,11.3,Net Banking,Verified
INV004901,03-01-2025,120504,SIP,488,Haryana,Gurugram,T30,26-35,Female,10.8,Cheque,Verified
INV003592,03-01-2025,119598,SIP,52998,Madhya Pradesh,Indore,T30,56+,Female,27.6,UPI,Verified
INV002556,03-01-2025,120506,SIP,436,Delhi,Noida,T30,26-35,Male,8.1,Cheque,Verified
INV003940,03-01-2025,118632,SIP,8533,West Bengal,Kolkata,T30,36-45,Male,21.6,Mandate,Verified
INV001514,03-01-2025,101208,SIP,55657,Delhi,Gurugram,T30,46-55,Male,75.8,Net Banking,Verified
INV000466,03-01-2025,119095,SIP,54004,Haryana,Faridabad,B30,18-25,Male,4.4,Cheque,Verified
INV003556,03-01-2025,102885,SIP,1070,Karnataka,Mysore,B30,18-25,Male,3.7,UPI,Verified
INV004529,03-01-2025,118635,Lumpsum,6016,Uttar Pradesh,Kanpur,B30,18-25,Male,6.3,Cheque,Verified
INV001075,03-01-2025,118634,SIP,24394,Punjab,Chandigarh,T30,26-35,Female,24.5,UPI,Verified
INV000958,03-01-2025,100025,SIP,2153,Delhi,Gurugram,T30,56+,Male,74.6,Cheque,Verified
INV003097,03-01-2025,118635,Lumpsum,544849,Punjab,Chandigarh,T30,26-35,Male,21.5,Mandate,Verified
INV000201,03-01-2025,118635,SIP,5213,Madhya Pradesh,Indore,T30,46-55,Male,87,Mandate,Pending
INV000925,03-01-2025,118636,SIP,1748,Karnataka,Mysore,B30,18-25,Male,3.6,Mandate,Verified
INV004124,03-01-2025,120843,SIP,49187,Maharashtra,Nashik,B30,56+,Male,76.4,Cheque,Verified
INV004128,03-01-2025,118635,SIP,14353,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,Verified
INV003051,03-01-2025,120842,Lumpsum,316361,Haryana,Faridabad,B30,36-45,Male,40.2,Net Banking,Verified
INV004100,03-01-2025,125497,Redemption,45830,Delhi,Gurugram,T30,26-35,Male,20.7,Net Banking,Verified
INV000768,03-01-2025,148568,SIP,8975,Delhi,Noida,T30,56+,Male,12.2,Mandate,Verified
INV000946,03-01-2025,120506,SIP,23131,Karnataka,Bangalore,T30,46-55,Female,37.3,Mandate,Verified
INV000538,03-01-2025,119599,SIP,28910,West Bengal,Kolkata,T30,36-45,Male,26.5,Mandate,Verified
INV001718,04-01-2025,120503,Lumpsum,85350,Gujarat,Ahmedabad,T30,26-35,Male,11.3,Mandate,Verified
INV004282,04-01-2025,148567,SIP,1135,Punjab,Amritsar,B30,26-35,Male,20.8,Mandate,Verified
INV002469,04-01-2025,119551,Redemption,500933,Tamil Nadu,Chennai,T30,26-35,Female,12.3,Cheque,Verified
INV001222,04-01-2025,102885,Lumpsum,117016,Delhi,Noida,T30,26-35,Female,14.9,Cheque,Verified
INV000108,04-01-2025,120841,Lumpsum,321657,Uttar Pradesh,Agra,B30,36-45,Male,26.2,Cheque,Verified
INV001624,04-01-2025,102887,SIP,4880,Uttar Pradesh,Lucknow,T30,26-35,Female,18.4,Cheque,Verified
INV002736,04-01-2025,120506,SIP,519,Karnataka,Mysore,B30,18-25,Female,6.2,UPI,Verified
INV003188,04-01-2025,118633,SIP,8333,Tamil Nadu,Coimbatore,B30,26-35,Male,11,Cheque,Verified
INV002180,04-01-2025,118635,SIP,46305,Delhi,Gurugram,T30,18-25,Male,5.1,Cheque,Verified
INV000676,04-01-2025,102885,SIP,47732,Rajasthan,Udaipur,B30,56+,Male,71.7,Cheque,Verified
INV002137,04-01-2025,119599,Lumpsum,205095,Tamil Nadu,Coimbatore,B30,36-45,Male,17.6,Cheque,Verified
INV000615,04-01-2025,102885,SIP,5135,Punjab,Amritsar,B30,36-45,Male,60,Cheque,Verified
INV000453,04-01-2025,118632,Redemption,35733,Rajasthan,Udaipur,B30,46-55,Male,40.4,Mandate,Verified
INV001503,04-01-2025,120843,Lumpsum,193010,Telangana,Hyderabad,T30,18-25,Male,6.4,Net Banking,Verified
INV003937,04-01-2025,120842,SIP,9182,Maharashtra,Nashik,B30,56+,Male,31.8,UPI,Verified
INV001543,04-01-2025,149324,SIP,478,Delhi,New Delhi,T30,26-35,Male,21.1,UPI,Verified
INV001920,04-01-2025,149324,SIP,524,Madhya Pradesh,Indore,T30,36-45,Female,24.5,Mandate,Pending
INV002518,04-01-2025,102886,Redemption,385422,Karnataka,Bangalore,T30,36-45,Male,39.4,Net Banking,Verified
INV000927,04-01-2025,101207,Redemption,446527,West Bengal,Kolkata,T30,46-55,Male,80.9,Mandate,Verified
INV003948,04-01-2025,119598,SIP,2231,Madhya Pradesh,Indore,T30,18-25,Female,7.5,Mandate,Pending
INV001690,04-01-2025,119095,SIP,9146,Rajasthan,Jaipur,T30,36-45,Male,27.6,Net Banking,Verified
INV001462,04-01-2025,100016,SIP,1183,Gujarat,Surat,T30,26-35,Male,19.4,Cheque,Verified
INV002993,04-01-2025,148569,SIP,10292,Maharashtra,Pune,T30,46-55,Male,36,Mandate,Verified
INV003247,04-01-2025,119092,SIP,42616,Madhya Pradesh,Indore,T30,46-55,Female,93.1,Mandate,Verified
INV000994,04-01-2025,118636,SIP,8614,Maharashtra,Pune,T30,26-35,Female,6.1,UPI,Verified
INV003945,04-01-2025,120504,SIP,28295,Gujarat,Ahmedabad,T30,46-55,Female,48.3,UPI,Verified
INV000413,04-01-2025,120842,Lumpsum,38618,Haryana,Gurugram,T30,36-45,Female,49.8,Cheque,Verified
INV003452,04-01-2025,149324,SIP,1966,Haryana,Faridabad,B30,18-25,Male,4.5,Cheque,Verified
INV000994,04-01-2025,120843,Lumpsum,444484,Maharashtra,Pune,T30,26-35,Female,6.1,Mandate,Verified
INV001460,04-01-2025,149323,Lumpsum,395507,Uttar Pradesh,Kanpur,B30,36-45,Male,45.4,Cheque,Verified
INV001259,04-01-2025,120507,Redemption,133234,Telangana,Hyderabad,T30,26-35,Female,10.6,Cheque,Verified
INV001701,04-01-2025,120842,Redemption,105154,Karnataka,Mysore,B30,26-35,Female,24.4,Mandate,Verified
INV002987,04-01-2025,118635,Redemption,557964,West Bengal,Kolkata,T30,18-25,Male,4.4,Cheque,Verified
INV003598,04-01-2025,148569,SIP,3351,Delhi,Gurugram,T30,26-35,Female,12.7,Net Banking,Pending
INV004761,04-01-2025,100033,SIP,1927,Madhya Pradesh,Indore,T30,26-35,Male,21.4,Cheque,Verified
INV001460,04-01-2025,120841,Lumpsum,411504,Uttar Pradesh,Kanpur,B30,36-45,Male,45.4,Cheque,Verified
INV003205,04-01-2025,125498,Lumpsum,376043,Punjab,Chandigarh,T30,26-35,Female,16.1,Cheque,Verified
INV003095,04-01-2025,148568,Lumpsum,31817,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Net Banking,Verified
INV004199,04-01-2025,119598,SIP,541,Tamil Nadu,Chennai,T30,56+,Male,76.5,Net Banking,Verified
INV004826,04-01-2025,102887,Lumpsum,278351,Tamil Nadu,Coimbatore,B30,26-35,Male,14.7,Cheque,Verified
INV001885,04-01-2025,149322,Redemption,97188,Karnataka,Bangalore,T30,26-35,Male,18.8,Mandate,Verified
INV004820,04-01-2025,120505,SIP,40283,Punjab,Chandigarh,T30,26-35,Male,10.4,Cheque,Verified
INV002327,04-01-2025,118634,SIP,920,Punjab,Amritsar,B30,26-35,Male,7,Cheque,Verified
INV004481,04-01-2025,120503,Lumpsum,386174,Rajasthan,Jaipur,T30,46-55,Male,60.1,Mandate,Verified
INV002641,04-01-2025,102887,SIP,2063,Maharashtra,Nashik,B30,56+,Male,27.1,Mandate,Verified
INV000950,04-01-2025,118636,Redemption,304303,Punjab,Amritsar,B30,36-45,Male,33.1,Cheque,Verified
INV002374,04-01-2025,120505,Redemption,358620,Uttar Pradesh,Kanpur,B30,26-35,Female,8.6,Mandate,Verified
INV000714,04-01-2025,149322,SIP,1164,Uttar Pradesh,Kanpur,B30,26-35,Female,23.8,Mandate,Verified
INV002562,04-01-2025,120503,SIP,43246,Telangana,Hyderabad,T30,26-35,Male,8.7,UPI,Verified
INV001641,04-01-2025,119095,SIP,4294,Haryana,Faridabad,B30,26-35,Male,15.4,Net Banking,Verified
INV003525,04-01-2025,120505,SIP,1024,Karnataka,Mysore,B30,36-45,Male,36.1,Net Banking,Verified
INV004038,04-01-2025,120843,SIP,462,Gujarat,Surat,T30,26-35,Female,24.6,Mandate,Verified
INV002034,04-01-2025,120503,SIP,866,Uttar Pradesh,Lucknow,T30,26-35,Male,10,UPI,Verified
INV003405,04-01-2025,118636,SIP,2315,Rajasthan,Jaipur,T30,26-35,Male,11.5,Mandate,Pending
INV001603,04-01-2025,119552,Redemption,223622,Uttar Pradesh,Agra,B30,46-55,Female,53.9,Cheque,Verified
INV002338,04-01-2025,148568,SIP,48511,Delhi,New Delhi,T30,26-35,Male,23.6,Net Banking,Verified
INV002267,04-01-2025,118633,Redemption,335804,Haryana,Faridabad,B30,18-25,Male,4.7,Net Banking,Verified
INV003317,04-01-2025,119092,SIP,26620,Delhi,New Delhi,T30,18-25,Male,6.6,UPI,Verified
INV002125,04-01-2025,101206,Lumpsum,155914,Haryana,Faridabad,B30,26-35,Female,7.9,Mandate,Verified
INV001227,04-01-2025,102886,Redemption,151245,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,Net Banking,Verified
INV004694,04-01-2025,119093,Lumpsum,95871,Gujarat,Surat,T30,26-35,Male,9.9,Mandate,Verified
INV000304,04-01-2025,118634,Redemption,408619,West Bengal,Kolkata,T30,36-45,Male,25.6,Cheque,Verified
INV004252,04-01-2025,120504,Redemption,41800,Haryana,Faridabad,B30,36-45,Male,58.7,Mandate,Verified
INV002630,04-01-2025,125498,SIP,1100,Punjab,Amritsar,B30,36-45,Male,19.6,Mandate,Verified
INV000795,04-01-2025,119094,Redemption,41659,Uttar Pradesh,Kanpur,B30,36-45,Male,37.2,Cheque,Verified
INV000688,04-01-2025,102887,SIP,11135,Madhya Pradesh,Bhopal,B30,36-45,Male,24.1,Cheque,Verified
INV001583,04-01-2025,119092,Lumpsum,398895,Delhi,Gurugram,T30,18-25,Male,3.1,Mandate,Verified
INV004298,04-01-2025,119551,Redemption,103034,Gujarat,Ahmedabad,T30,36-45,Female,55.5,Mandate,Verified
INV000029,05-01-2025,149323,Redemption,48411,Rajasthan,Udaipur,B30,26-35,Female,7.6,UPI,Verified
INV001926,05-01-2025,120841,Lumpsum,33161,Uttar Pradesh,Agra,B30,46-55,Female,26.9,Net Banking,Verified
INV000328,05-01-2025,119599,Lumpsum,129964,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,UPI,Verified
INV004392,05-01-2025,119552,Lumpsum,85603,West Bengal,Kolkata,T30,18-25,Male,6.7,UPI,Pending
INV002704,05-01-2025,118633,SIP,4844,Delhi,Noida,T30,36-45,Female,47.8,Cheque,Verified
INV001308,05-01-2025,120505,SIP,7535,Rajasthan,Jaipur,T30,36-45,Male,19.3,Net Banking,Pending
INV004636,05-01-2025,102887,SIP,2176,Uttar Pradesh,Kanpur,B30,18-25,Female,5,Mandate,Verified
INV001827,05-01-2025,120842,Redemption,115624,Haryana,Faridabad,B30,36-45,Female,54.3,UPI,Verified
INV002634,05-01-2025,119092,SIP,42822,Madhya Pradesh,Bhopal,B30,26-35,Male,10.7,Cheque,Verified
INV000851,05-01-2025,119120,SIP,14592,Tamil Nadu,Chennai,T30,36-45,Male,39.2,Mandate,Verified
INV001753,05-01-2025,120843,SIP,10766,Rajasthan,Jaipur,T30,26-35,Male,10,UPI,Verified
INV002582,05-01-2025,119598,SIP,2042,Telangana,Hyderabad,T30,26-35,Female,11.1,Mandate,Verified
INV003236,05-01-2025,120504,SIP,14715,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Mandate,Verified
INV004254,05-01-2025,102886,Lumpsum,428090,Madhya Pradesh,Bhopal,B30,36-45,Male,58.3,Mandate,Verified
